(Parent) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile APP – B2B,Session percentage – Mobile App,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B0BXTBKBVP,Joanna Ultra Color - Hair Rinse For Blond And Light Hair - Natural Shine & Hair Care - A Temporary Effect,30,0,17,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39,0,19,0,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXWK4R64,Max Factor Facefinity All Day Shade Concealer,135,0,93,1,228,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,184,0,118,1,302,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXXLB6SG,Yankee Candle Autumn Daydream Wax Melt,22,0,8,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,10,0,35,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.76%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXXM2QQ2,"Yankee Candle, Autumn Daydream Large Jar, Eucalyptus Woods Scent, 60-90 hours burn time",21,0,13,1,34,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,33,0,16,1,49,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXXMLFRD,Yankee Candle Autumn Daydream Large Tumbler Jar Candle,11,1,13,0,24,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,14,1,14,0,28,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,55.56%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BYJW5BM9,Yankee Candle Amber & Sandalwood Car Jar Air Freshener,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,1,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BYPJMZC6,Rimmel Kind and Free Eyeliner,"2,468",4,"1,362",15,"3,830",19,0.05%,0.16%,0.19%,0.20%,0.17%,0.12%,"3,047",7,"1,818",19,"4,865",26,0.15%,0.06%,0.19%,0.19%,0.16%,0.12%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BZ97BLYB,Elizabeth Arden White Tea,"1,505",7,617,2,"2,122",9,0.08%,0.10%,0.08%,0.03%,0.09%,0.06%,"1,871",9,827,2,"2,698",11,0.09%,0.08%,0.09%,0.02%,0.09%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BZJ9RCH5,"Bourjois Volume Reveal Volumizing Mascara 21 Radiant Black, 7.5ml, 29102380021",193,1,100,1,293,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,274,2,149,1,423,3,0.01%,0.02%,0.02%,0.01%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BZLZVJPH,"Schwarzkopf Igora Royal Premium-Haarfarbe, 1er Pack (1 x 60 g)",39,0,9,0,48,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,12,0,57,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C18F45YL,"Bourjois Rouge Velvet The Lipstick Bullet Lipstick 12 Brunette Browns, 2.4g, 29166438012",42,0,36,2,78,2,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,51,0,43,3,94,3,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C1HTGKB3,Victoria Vynn JUST BASE FROSEN Hard & Long Nails UV Led Hybrid Gel Polish 8ml,37,0,5,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44,0,5,0,49,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C24NCBCF,"Maybelline Jade Color Tattoo Gel-Cream Lidschatten 30 Always Green, 4.5 g","2,103",8,"1,003",21,"3,106",29,0.09%,0.14%,0.14%,0.29%,0.14%,0.18%,"2,790",9,"1,399",29,"4,189",38,0.14%,0.08%,0.15%,0.29%,0.14%,0.18%,0.12%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C33H6DHZ,"Bourjois Healthy Mix Anti-Fatigue Concealer 52 Medium, 7.8ml 103671691",172,1,89,1,261,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,216,1,119,1,335,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C38WV6XH,Fudge Professional Clean Blonde Damage Rewind Shampoo,"2,751",22,"1,109",13,"3,860",35,0.26%,0.18%,0.15%,0.18%,0.17%,0.22%,"4,086",31,"1,613",19,"5,699",50,0.20%,0.28%,0.17%,0.19%,0.19%,0.23%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C38X865V,"Fudge Professional Hair Shaper, Hair Wax, Hair Styling Paste for Men, 75 g","1,808",18,945,15,"2,753",33,0.21%,0.12%,0.13%,0.20%,0.12%,0.21%,"2,394",33,"1,266",19,"3,660",52,0.12%,0.29%,0.13%,0.19%,0.12%,0.24%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C4D5HSGP,MAYBELLINE Brow Ultra Slim Defining Eyebrow Pencil - Brown,150,1,96,3,246,4,0.01%,0.01%,0.01%,0.04%,0.01%,0.03%,181,2,126,7,307,9,0.01%,0.02%,0.01%,0.07%,0.01%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C4WRW9BJ,Yankee Candle Candle,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,5,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5CSXJ6W,Revlon Colour Accessories,156,1,72,0,228,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,224,1,97,0,321,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5CXCBWB,"Revlon Colorsilk Permanent Hair Dye, Medium Blonde",113,4,74,0,187,4,0.05%,0.01%,0.01%,0.00%,0.01%,0.03%,152,4,101,0,253,4,0.01%,0.04%,0.01%,0.00%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5DDGBS7,"Rimmel London Lasting Finish Foundation 25H, Foundation Tone 170-30 ml",222,2,107,1,329,3,0.02%,0.01%,0.01%,0.01%,0.01%,0.02%,304,3,141,1,445,4,0.02%,0.03%,0.01%,0.01%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5HDKX5T,"Sally Hansen Miracle Gel Nail Polish, Flash Slouch, 0.5 Ounce by Sally Hansen","1,137",3,519,7,"1,656",10,0.04%,0.07%,0.07%,0.10%,0.07%,0.06%,"1,476",4,654,13,"2,130",17,0.07%,0.04%,0.07%,0.13%,0.07%,0.08%,0.63%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5J3LWFK,Bourjois Foundation 1 2 3 Perfect,28,0,17,0,45,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32,0,24,0,56,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5LVLFP3,Schwarzkopf Igora Royal SET 3 x 60ml,10,0,8,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,8,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RJCB23,"Wax Lyrical Colony Reed Diffuser Refill - Spa Moments, 200ml",271,3,73,1,344,4,0.04%,0.02%,0.01%,0.01%,0.02%,0.03%,305,3,86,1,391,4,0.02%,0.03%,0.01%,0.01%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RJX5ZJ,"Wax Lyrical, Colony Vanilla & Cashmere Refill",60,0,20,0,80,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77,0,27,0,104,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RLYMVY,"Wax Lyrical, Colony Golden Hour Refill",160,2,49,0,209,2,0.02%,0.01%,0.01%,0.00%,0.01%,0.01%,197,2,59,0,256,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RP3192,"Wax Lyrical Colony Reed Diffuser Refill - Coastal Waters, 200ml",48,0,33,0,81,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52,0,46,0,98,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RPVQMN,"Wax Lyrical Colony Reed Diffuser Refill - Sweet Honeysuckle, 200ml",160,0,103,1,263,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,218,0,132,2,350,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6GB74QQ,Bourjois Twist up the Volume Mascara,53,1,28,0,81,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,73,1,34,0,107,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6K75CP5,"Elizabeth Arden White Tea Vanilla Orchid Body Cream for Women, 400 ml, Body Cream with Woody Oriental Note, Selected Ingredients & Elegant Design, Nourishing Body Lotion",34,0,17,0,51,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41,0,17,0,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6LNW4C5,Victoria Vynn JUST BASE Hard & Long Nails UV Led Hybrid Gel Polish 8ml,5,0,2,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,2,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6WLM7L5,Bourjois Velvet The Pencil 005,318,0,150,3,468,3,0.00%,0.02%,0.02%,0.04%,0.02%,0.02%,396,0,231,3,627,3,0.02%,0.00%,0.02%,0.03%,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6YBL6RF,"Max Factor Facefinity Multi-Perfector Concealer, All In One, Conceal Imperfections, Instant Brightening, Natural Finish, Lightweight, Vegan, Customisable Coverage - 8W, 11ml",19,0,7,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32,0,10,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C6YCRYBZ,"Max Factor Facefinity Universal Primer, Pore Mattifying & Minimising, Long-Lasting, Airbrush finish, Ultra-Lightweight, Silky Formula, Protects Skin, Antioxidants & Vitamin E, Vegan, Universal, 30ml",237,0,216,4,453,4,0.00%,0.02%,0.03%,0.05%,0.02%,0.03%,301,0,277,4,578,4,0.01%,0.00%,0.03%,0.04%,0.02%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C75CWVSY,L.A. Girl Pro Coverage Liquid Foundation 0.95 Fluid Ounce,32,0,16,0,48,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36,0,22,0,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.32%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C78F5HT3,"essence eyeliner pen extra long-lasting, longlasting, defining, colour intense (1.1ml)",19,1,19,0,38,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,25,2,25,0,50,2,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C7WQQ6W8,Rimmel Kind & Free Multi-Stick 001 Caramel Dusk,"6,477",33,"2,795",16,"9,272",49,0.39%,0.42%,0.38%,0.22%,0.41%,0.31%,"8,156",45,"3,766",24,"11,922",69,0.40%,0.40%,0.40%,0.24%,0.40%,0.32%,0.07%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C88KC37W,"Elizabeth Arden Retinol + HPR Ceramide Rapid Skin Renewing Water Cream, 50ml, Anti-Ageing Skincare to Revitalize & Smooth Wrinkles, for Day & Night",816,5,370,6,"1,186",11,0.06%,0.05%,0.05%,0.08%,0.05%,0.07%,972,6,462,6,"1,434",12,0.05%,0.05%,0.05%,0.06%,0.05%,0.06%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C8BRS8T9,Yankee Candle Candle,22,0,16,1,38,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,28,0,19,2,47,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,14.89%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C8BWJW7X,Yankee Candle Candle,27,0,16,1,43,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,32,0,17,1,49,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C8ZCYZQ2,"Max Factor 2000 Calorie Volumising Brow Sculpt Gel, Long-Lasting, Plumped & Fuller-Looking Brows, Waterproof, Smudge-Proof, Shapes & Intensifies","2,240",10,970,8,"3,210",18,0.12%,0.14%,0.13%,0.11%,0.14%,0.11%,"2,893",13,"1,243",10,"4,136",23,0.14%,0.12%,0.13%,0.10%,0.14%,0.11%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C9FNN2T9,L'Oréal Professionnel | Haarshampoo für und lockiges welliges Haar Serie Expert Curl Expression Intense Moisturizing Cleansing Cream,28,0,16,0,44,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,48,0,21,0,69,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CBGJSX19,Victoria Vynn Gel Polish NUDE TOP No Wipe UV Led Gel Polish Top 8ml,103,2,21,1,124,3,0.02%,0.01%,0.00%,0.01%,0.01%,0.02%,129,3,30,1,159,4,0.01%,0.03%,0.00%,0.01%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CC1G6ZJJ,MAC STUDIO WATERWEIGHT SPF 30 /PA++ FOUNDATION,2,0,4,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,4,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CCJZNT4X,Maybelline New York Hydrating Lip Gloss Lifter 5.4 ml with Hyaluronic Acid,352,1,173,1,525,2,0.01%,0.02%,0.02%,0.01%,0.02%,0.01%,457,2,216,1,673,3,0.02%,0.02%,0.02%,0.01%,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CCPY4HFY,"Max Factor 2000 Calorie Pro Stylist Mascara, 9ml",197,0,121,2,318,2,0.00%,0.01%,0.02%,0.03%,0.01%,0.01%,250,0,172,6,422,6,0.01%,0.00%,0.02%,0.06%,0.01%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CD27LBBY,Elizabeth Arden Visible Difference Skin Balancing Exfoliating Cleanser,871,9,455,10,"1,326",19,0.11%,0.06%,0.06%,0.14%,0.06%,0.12%,"1,049",13,560,16,"1,609",29,0.05%,0.12%,0.06%,0.16%,0.05%,0.14%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CDDCZHMH,SALLY HANSEN - Insta-Dri Nail Color Beet-ing Heart 281-0.31 fl oz (9.17 ml),8,0,6,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,7,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CDGQ2Y42,Max Factor Miracle Second Skin Hydrating Foundation - 30 ml,78,0,37,0,115,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,100,0,57,0,157,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CDQMQ2QM,Victoria Vynn GEL POLISH COLOUR 339 PSYCHO ORANGE UV/LED Soak Off 8ml,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,2,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CDQMYGM2,Victoria Vynn GEL POLISH COLOUR 332 INSANE GREEN UV/LED Soak Off 8ml,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CG1PF6MN,Bourjois Healthy Mix Clean Foundation Vegan Foundation,414,2,277,7,691,9,0.02%,0.03%,0.04%,0.10%,0.03%,0.06%,565,3,373,7,938,10,0.03%,0.03%,0.04%,0.07%,0.03%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CG6XKQ62,PhotoReady Candid Glow Moisture Foundation Buff,91,0,32,0,123,0,0.00%,0.01%,0.00%,0.00%,0.01%,0.00%,111,0,37,0,148,0,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGDYNRXP,Joanna Multi Effect Tint 35 g,13,0,9,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,9,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.57%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGNB2LBZ,L'Oreal Revitalift Day Cream,18,0,19,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21,0,25,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGXFCSHV,Maybelline COLOSSAL Black,465,2,196,4,661,6,0.02%,0.03%,0.03%,0.05%,0.03%,0.04%,616,3,264,4,880,7,0.03%,0.03%,0.03%,0.04%,0.03%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGXFXVRM,Revlon Photoready Rose Glow,26,0,14,0,40,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31,0,20,0,51,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGYFM7LM,"Revlon Kiss Cushion Lip Tint, High End Coral",90,1,53,8,143,9,0.01%,0.01%,0.01%,0.11%,0.01%,0.06%,109,1,55,8,164,9,0.01%,0.01%,0.01%,0.08%,0.01%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CH18H49H,"Maybelline Lipstick, Superstay Matte Ink Crayon Longlasting Pink Lipstick with Precision Applicator 30 Seek Adventure","2,058",14,475,4,"2,533",18,0.16%,0.13%,0.07%,0.05%,0.11%,0.11%,"2,715",21,657,4,"3,372",25,0.13%,0.19%,0.07%,0.04%,0.11%,0.12%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CHW7ZNJ9,"REVLON PROFESSIONAL Orofluido Mask, 250 ml",39,0,22,1,61,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,70,0,28,2,98,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CHW82L4L,"Max Factor Facefinity All Day Flawless Concealer, 7.8 ml",28,0,24,0,52,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,24,0,59,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CHW8RQ5N,"Fudge, Professional Luminizer, stärkendes und glättendes Shampoo",296,1,143,0,439,1,0.01%,0.02%,0.02%,0.00%,0.02%,0.01%,445,1,198,0,643,1,0.02%,0.01%,0.02%,0.00%,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CHW8XTCJ,"Max Factor Real Brow Fill & Shape Pencil, 10 g",8,0,9,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9,0,9,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CJCSY6TC,MAC Studio Radiance Serum-Powered Foundation - NW25 30 ml,11,0,6,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19,0,7,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CJDGJV2J,Stargazer Semi Permanent Tattoo Pen Number 2,296,5,130,1,426,6,0.06%,0.02%,0.02%,0.01%,0.02%,0.04%,354,6,182,1,536,7,0.02%,0.05%,0.02%,0.01%,0.02%,0.03%,1.54%,50.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
